username,tweet,username_of_retweeter,hashtag,tweet created,number of followers,# following,language 
EhabMahgoub11,"b""for 170+ years, @pfizer has been on the leading edge of biopharmaceuticals. come join our team! we're on the lookout for future scientists, doctors, data analysts, &amp; program managers who are ready to make a difference. #pfizerproud #pfecolleague https://t.co/klhek8fi0a""",no retweet username,[],2021-11-01 02:31:10+00:00,5,168,en
MC18476241,"b'\xf0\x9f\x9a\xa8update\xf0\x9f\x9a\xa8\nentries in tga (#australia ) daen database :- \n11th oct - 17th oct, 2021 for #pfizervaccine \n\nmyocarditis:-\n- 12 yrs old\n- 13 yrs old\n- 14 yrs old\n- 15 yrs old\n- 16 yrs old\n\npericarditis:-\n- 13 yrs old\n- 16 yrs old\n\nthis is not normal!!\n\n#covid19aus \n#covid19 https://t.co/xxop3l3r0q'",real_GGoswami,"[{'text': 'Australia', 'indices': [44, 54]}, {'text': 'Pfizervaccine', 'indices': [105, 119]}]",2021-11-01 02:30:36+00:00,52,162,en
findrootcause,"b'\xf0\x9f\x9a\xa8update\xf0\x9f\x9a\xa8\nentries in tga (#australia ) daen database :- \n11th oct - 17th oct, 2021 for #pfizervaccine \n\nmyocarditis:-\n- 12 yrs old\n- 13 yrs old\n- 14 yrs old\n- 15 yrs old\n- 16 yrs old\n\npericarditis:-\n- 13 yrs old\n- 16 yrs old\n\nthis is not normal!!\n\n#covid19aus \n#covid19 https://t.co/xxop3l3r0q'",real_GGoswami,"[{'text': 'Australia', 'indices': [44, 54]}, {'text': 'Pfizervaccine', 'indices': [105, 119]}]",2021-11-01 02:14:53+00:00,400,914,en
Paramythia__,"b'\xf0\x9f\x9a\xa8update\xf0\x9f\x9a\xa8\nentries in tga (#australia ) daen database :- \n11th oct - 17th oct, 2021 for #pfizervaccine \n\nmyocarditis:-\n- 12 yrs old\n- 13 yrs old\n- 14 yrs old\n- 15 yrs old\n- 16 yrs old\n\npericarditis:-\n- 13 yrs old\n- 16 yrs old\n\nthis is not normal!!\n\n#covid19aus \n#covid19 https://t.co/xxop3l3r0q'",real_GGoswami,"[{'text': 'Australia', 'indices': [44, 54]}, {'text': 'Pfizervaccine', 'indices': [105, 119]}]",2021-11-01 02:14:03+00:00,2488,1302,en
libmbr,"b'\xf0\x9f\x9a\xa8update\xf0\x9f\x9a\xa8\nentries in tga (#australia ) daen database :- \n11th oct - 17th oct, 2021 for #pfizervaccine \n\nmyocarditis:-\n- 12 yrs old\n- 13 yrs old\n- 14 yrs old\n- 15 yrs old\n- 16 yrs old\n\npericarditis:-\n- 13 yrs old\n- 16 yrs old\n\nthis is not normal!!\n\n#covid19aus \n#covid19 https://t.co/xxop3l3r0q'",real_GGoswami,"[{'text': 'Australia', 'indices': [44, 54]}, {'text': 'Pfizervaccine', 'indices': [105, 119]}]",2021-11-01 02:11:17+00:00,623,1405,en
Anneke_d_p,"b'\xf0\x9f\x9a\xa8update\xf0\x9f\x9a\xa8\nentries in tga (#australia ) daen database :- \n11th oct - 17th oct, 2021 for #pfizervaccine \n\nmyocarditis:-\n- 12 yrs old\n- 13 yrs old\n- 14 yrs old\n- 15 yrs old\n- 16 yrs old\n\npericarditis:-\n- 13 yrs old\n- 16 yrs old\n\nthis is not normal!!\n\n#covid19aus \n#covid19 https://t.co/xxop3l3r0q'",real_GGoswami,"[{'text': 'Australia', 'indices': [44, 54]}, {'text': 'Pfizervaccine', 'indices': [105, 119]}]",2021-11-01 02:10:55+00:00,3238,4996,en
_ungovernable_,"b'\xf0\x9f\x9a\xa8update\xf0\x9f\x9a\xa8\nentries in tga (#australia ) daen database :- \n11th oct - 17th oct, 2021 for #pfizervaccine \n\nmyocarditis:-\n- 12 yrs old\n- 13 yrs old\n- 14 yrs old\n- 15 yrs old\n- 16 yrs old\n\npericarditis:-\n- 13 yrs old\n- 16 yrs old\n\nthis is not normal!!\n\n#covid19aus \n#covid19 https://t.co/xxop3l3r0q'",real_GGoswami,"[{'text': 'Australia', 'indices': [44, 54]}, {'text': 'Pfizervaccine', 'indices': [105, 119]}]",2021-11-01 01:45:14+00:00,1788,3406,en
P_1Derth,"b'\xf0\x9f\x9a\xa8update\xf0\x9f\x9a\xa8\nentries in tga (#australia ) daen database :- \n11th oct - 17th oct, 2021 for #pfizervaccine \n\nmyocarditis:-\n- 12 yrs old\n- 13 yrs old\n- 14 yrs old\n- 15 yrs old\n- 16 yrs old\n\npericarditis:-\n- 13 yrs old\n- 16 yrs old\n\nthis is not normal!!\n\n#covid19aus \n#covid19 https://t.co/xxop3l3r0q'",real_GGoswami,"[{'text': 'Australia', 'indices': [44, 54]}, {'text': 'Pfizervaccine', 'indices': [105, 119]}]",2021-11-01 01:25:56+00:00,132,855,en
PFVDC1,"b'\xf0\x9f\x9a\xa8update\xf0\x9f\x9a\xa8\nentries in tga (#australia ) daen database :- \n11th oct - 17th oct, 2021 for #pfizervaccine \n\nmyocarditis:-\n- 12 yrs old\n- 13 yrs old\n- 14 yrs old\n- 15 yrs old\n- 16 yrs old\n\npericarditis:-\n- 13 yrs old\n- 16 yrs old\n\nthis is not normal!!\n\n#covid19aus \n#covid19 https://t.co/xxop3l3r0q'",real_GGoswami,"[{'text': 'Australia', 'indices': [44, 54]}, {'text': 'Pfizervaccine', 'indices': [105, 119]}]",2021-11-01 01:12:25+00:00,85,848,en
TalktoBeverley,b'almost the whole world giving #pfizervaccine 2 doses 3/52 apart to children \n\nbut why in uk #jcvi looked at same evidence base&amp;recommended 1 dose to12-17yrs\n\ndo we have a different virus in uk?\n\n\xf0\x9f\x99\x8feducate me\n2/2\n\n@trishgreenhalgh @mjb302 @dr2nisreenalwan @zubhaque @sandyboots2020',ahmedaftab68,"[{'text': 'Pfizervaccine', 'indices': [48, 62]}, {'text': 'JCVI', 'indices': [110, 115]}]",2021-11-01 01:06:31+00:00,1162,3379,en
meloegirl,"b'\xf0\x9f\x9a\xa8update\xf0\x9f\x9a\xa8\nentries in tga (#australia ) daen database :- \n11th oct - 17th oct, 2021 for #pfizervaccine \n\nmyocarditis:-\n- 12 yrs old\n- 13 yrs old\n- 14 yrs old\n- 15 yrs old\n- 16 yrs old\n\npericarditis:-\n- 13 yrs old\n- 16 yrs old\n\nthis is not normal!!\n\n#covid19aus \n#covid19 https://t.co/xxop3l3r0q'",real_GGoswami,"[{'text': 'Australia', 'indices': [44, 54]}, {'text': 'Pfizervaccine', 'indices': [105, 119]}]",2021-11-01 01:03:43+00:00,1001,1693,en
threedogsonekid,"b'\xf0\x9f\x9a\xa8update\xf0\x9f\x9a\xa8\nentries in tga (#australia ) daen database :- \n11th oct - 17th oct, 2021 for #pfizervaccine \n\nmyocarditis:-\n- 12 yrs old\n- 13 yrs old\n- 14 yrs old\n- 15 yrs old\n- 16 yrs old\n\npericarditis:-\n- 13 yrs old\n- 16 yrs old\n\nthis is not normal!!\n\n#covid19aus \n#covid19 https://t.co/xxop3l3r0q'",real_GGoswami,"[{'text': 'Australia', 'indices': [44, 54]}, {'text': 'Pfizervaccine', 'indices': [105, 119]}]",2021-11-01 00:58:17+00:00,382,870,en
hrhmackenzie,"b'\xf0\x9f\x9a\xa8update\xf0\x9f\x9a\xa8\nentries in tga (#australia ) daen database :- \n11th oct - 17th oct, 2021 for #pfizervaccine \n\nmyocarditis:-\n- 12 yrs old\n- 13 yrs old\n- 14 yrs old\n- 15 yrs old\n- 16 yrs old\n\npericarditis:-\n- 13 yrs old\n- 16 yrs old\n\nthis is not normal!!\n\n#covid19aus \n#covid19 https://t.co/xxop3l3r0q'",real_GGoswami,"[{'text': 'Australia', 'indices': [44, 54]}, {'text': 'Pfizervaccine', 'indices': [105, 119]}]",2021-11-01 00:57:22+00:00,341,959,en
celimarrivera,"b""for 170+ years, @pfizer has been on the leading edge of biopharmaceuticals. come join our team! we're on the lookout for future scientists, doctors, data analysts, &amp; program managers who are ready to make a difference. #pfizerproud #pfecolleague https://t.co/5vmoisbjqz""",no retweet username,[],2021-11-01 00:49:17+00:00,18,94,en
celimarrivera,"b""for 170+ years, @pfizer has been on the leading edge of biopharmaceuticals. come join our team! we're on the lookout for future scientists, doctors, data analysts, &amp; program managers who are ready to make a difference. #pfizerproud #pfecolleague https://t.co/bozcqq0fs7""",no retweet username,[],2021-11-01 00:48:18+00:00,18,94,en
username,tweet,username_of_retweeter,hashtag,tweet created,number of followers,# following,language
Fahad33619931,b'@timwig indian cricket team has got fully vaccinated now. ist dose pak vaccine  from pakistan  and 2nd dose pfizer from new zealand .now they are safe to travel back home. hope they dont need a booster dose from afghanistan.\n\xf0\x9f\x98\x9c\xf0\x9f\x98\x9c\n#indiavsnewzealand \n#icct20worldcup2021',tareki01,[],2021-11-01 08:59:30+00:00,2,10,en
JeySonBTC,"b'""in secret vaccine contracts with governments, pfizer took hard line in push for profit, report says""\nhttps://t.co/xo8g7f6lhg'",Qlder,[],2021-11-01 08:59:15+00:00,332,335,en
ILoeding,b'.@potus @borisjohnson @justintrudeau @regsprecher @palazzo_chigi @emmanuelmacron @jpn_pmo @pfizer @moderna_tx @biontech_group @astrazeneca: we can\xe2\x80\x99t vaccinate the \xf0\x9f\x8c\x8d unless countries and companies come clean on vaccine data. we need transparency now! https://t.co/7ifr9tqnwd',no retweet username,[],2021-11-01 08:59:07+00:00,1,3,en
IITKAmitS,"b'india refused to sign the vaccine supply contract with pfizer, with its incredibly one-sided terms. this was one of the best covid decisions that india took. my @livemint column.\nlink in the first comment.  \nhttps://t.co/m0vdhl1whi'",sandipanthedeb,[],2021-11-01 08:59:06+00:00,381,2500,en
Marilyn13787721,"b""https://t.co/ecat8ylcpk\na 21 y.o. woman died 1 week after getting her first dose of pfizer\xe2\x80\x99s covid-19 vaccine...\na man in his late 20s died 20 days after receiving a pfizer...\na healthy young 25-year-old was found dead 3 days following his second pfizer...\nthis isn't acceptable.""",CommonSenseMD1,[],2021-11-01 08:58:34+00:00,264,401,en
Hatcheshatchis1,"b'@hateidiots69 @motuhenga @arjoll @2shredifier75 @brockielynda2 @apostletamaki @nzpolice remind me, how does the pfizer\xe2\x80\x93biontech covid-19 vaccine protect against b.1.617.2\xc2\xa7 - anymore than naturally derived immunity - when most of its development was enacted prior to delta\xe2\x80\x99s existence?'",no retweet username,[],2021-11-01 08:57:54+00:00,25,51,en
cenutriodesang1,"b'@drtomfrieden where is the best vaccine #novavax !? waiting for it, not taking rna moderna and pfizer'",no retweet username,"[{'text': 'NOVAVAX', 'indices': [40, 48]}]",2021-11-01 08:57:24+00:00,356,610,en
rendle_craig,b'13-year-old dies in sleep after receiving pfizer covid vaccine; cdc investigating https://t.co/we13fydta0',bewellaotearoa,[],2021-11-01 08:57:21+00:00,364,534,en
cute_cheema85,b'1.3 m doses of pfizer #covid19 vaccines reached islamabad. \n\npakistan has received 23m doses of pfizer #covid19 vaccine from us under #covax till date. https://t.co/dtwwmsg8qi',Engr_Naveed111,"[{'text': 'Covid19', 'indices': [42, 50]}, {'text': 'Covid19', 'indices': [123, 131]}]",2021-11-01 08:56:33+00:00,950,898,en
katebrmalvern1,"b""i am an infectious disease physician. my wife is a registered nurse.\n\nwe've followed #covid19 vaccine data closely, and reviewed pfizer's safety &amp; efficacy data in ages 5-11 thoroughly.\n\nwe will vaccinate our 5 year old with confidence. thank you, science - we are so grateful.""",awong37,"[{'text': 'COVID19', 'indices': [98, 106]}]",2021-11-01 08:55:56+00:00,49,310,en
kismetspawn,"b'@dmjoebing @christy_bryans @nerissag @scottpresler @presssec **during vrbpac for boosters, pfizer rep admits the vaccine\'s efficacy wanes over time starting at abt 6 mos post vax &amp; ""this erosion in effectiveness is likely primarily due to waning effectiveness rather than due to delta escaping protection."" https://t.co/gh30oqhwwl @ 2:25:00'",no retweet username,[],2021-11-01 08:55:50+00:00,473,1039,en
amanpatel86,"b'india refused to sign the vaccine supply contract with pfizer, with its incredibly one-sided terms. this was one of the best covid decisions that india took. my @livemint column.\nlink in the first comment.  \nhttps://t.co/m0vdhl1whi'",sandipanthedeb,[],2021-11-01 08:55:41+00:00,516,1338,en
SeifAlmazrouei,b'the uae has approved the pfizer-biontech coronavirus vaccine for children aged between 5 and 11 on an emergency basis.\nhttps://t.co/nbtvexeqbq',TheNationalNews,[],2021-11-01 08:55:13+00:00,1034,2257,en
i_canet,"b'this contract is actually worse than it seems.\ncurrent good manufacturing practice (cgmp) is regulated by the fda.\ncgmp will tell you nothing about mrna, because we never had cgmp of mrna vaccine, so you cannot prove cgmp malpractice.\n#pfizerleak\n#pfizer\nhttps://t.co/4jxyn31jjc'",eh_den,[],2021-11-01 08:55:08+00:00,1434,3978,en
Spoonhead8,b'short answer: no. https://t.co/bcrkgqghlt',snopes,[],2021-11-01 08:54:59+00:00,5964,6559,en
ChestersNat,b'pfizer claims vaccine will reduce average daily child covid deaths from almost zero to almost zero https://t.co/t9unck2miu',TheBabylonBee,[],2021-11-01 08:54:37+00:00,41,44,en
i_canet,"b""final words:\n\ncountries might claim they negotiated a better deal, but based on the evidence we have received from south america it seems this contract is real, and that it's similar to what was used worldwide.\n\nplease comment!\n\n#pfizerleak\n#pfizer\nhttps://t.co/hdmfpl1osi""",eh_den,[],2021-11-01 08:54:30+00:00,1434,3978,en
halilozsagir,"b'pfizer adds ingredient used to stabilize heart attack victims in vax for kids. buried on page 14 in the pfizer paperwork submitted to the fda for the covid vaccine for children is this disturbing nugget, adding tromethamine buffer instead.\nhttps://t.co/c5ykifp6tv'",magnethi_erik,[],2021-11-01 08:54:02+00:00,445,492,en
InChrist__Alone,b'@kylenabecker 14 year old healthy kid. 10 days after pfizer vaccine. https://t.co/pkmsf8pjv2',Hotheads27,[],2021-11-01 08:53:59+00:00,171,318,en
longon8,"b'@drelidavid @elonmusk the public are not even allowed to read the contract the eu and pfizer had on the vaccine agreement, yet you think these psychos are gonna share what they do with all our money! wow!'",no retweet username,[],2021-11-01 08:53:57+00:00,74,140,en
RobWalk93116043,"b'""in secret vaccine contracts with governments, pfizer took hard line in push for profit, report says""\nhttps://t.co/xo8g7f6lhg'",Qlder,[],2021-11-01 08:53:52+00:00,199,122,en
MaddyLoveSpare,"b'@fluoridepoison holy heck! thank you for looking.\nand possibly worse than that, since the us nih holds the patent for the prefusion spike protein licensed by pfizer for the vaccine. https://t.co/zpaw7ukzlb'",no retweet username,[],2021-11-01 08:53:45+00:00,342,319,en
TherapeuticsAnd,b'pfizer says its vaccine for children is 90% effective at preventing covid-19 infections. https://t.co/clzivyelqz',MedscapePeds,[],2021-11-01 08:53:05+00:00,4,60,en
anthoniomandika,"b""@pocartmel @emmakennytv mate you need to block yourself. anything above 96% survival rate doesn't need mass vaccine. think... vaccination program... the government are instructed to vaccinate the population regardless, all bribed by big pharmas. pfizer has a big reputation of corruption, look it up.""",no retweet username,[],2021-11-01 08:52:42+00:00,413,408,en
nisargvgandhi,"b'india refused to sign the vaccine supply contract with pfizer, with its incredibly one-sided terms. this was one of the best covid decisions that india took. my @livemint column.\nlink in the first comment.  \nhttps://t.co/m0vdhl1whi'",sandipanthedeb,[],2021-11-01 08:52:42+00:00,340,730,en
pharmamarketnws,b'pfizer and biontech to provide us government an additional 50 million pediatric doses of covid-19 vaccine https://t.co/r73rccsm4e',no retweet username,[],2021-11-01 08:52:35+00:00,1499,1215,en
Patrizi34819700,b'blood reaction to pfizer biontech &amp;quot;vaccine&amp;quot; https://t.co/ip90udwahk',barbarab1974,[],2021-11-01 08:52:26+00:00,185,241,en
india76392923,"b'india refused to sign the vaccine supply contract with pfizer, with its incredibly one-sided terms. this was one of the best covid decisions that india took. my @livemint column.\nlink in the first comment.  \nhttps://t.co/m0vdhl1whi'",sandipanthedeb,[],2021-11-01 08:51:55+00:00,7,332,en
freecapitalist_,"b'as i mentioned frequently on twitter, 4 days after my second pfizer shot i started getting severe chest pains. i eventually had a heart attack that required 2 surgeries. i went to file a claim with national vaccine injury compensation program - but covid vaccines are not covered!'",rocket_jenross,[],2021-11-01 08:51:34+00:00,624,1865,en
bobbacala,"b'as i mentioned frequently on twitter, 4 days after my second pfizer shot i started getting severe chest pains. i eventually had a heart attack that required 2 surgeries. i went to file a claim with national vaccine injury compensation program - but covid vaccines are not covered!'",rocket_jenross,[],2021-11-01 08:51:24+00:00,1396,3299,en
suzspencertv,b'good monday! here are our top stories.\n-global covid death toll tops 5 million\n-jury selection begins in kyle rittenhouse trial\n-cdc meets tomorrow on pfizer vaccine for kids 5-11\n-deadline for mps employees to provide vaccine proof\n-@tosaschools to hold listening session',no retweet username,[],2021-11-01 08:50:45+00:00,4688,1009,en
conserv1951,"b'""in secret vaccine contracts with governments, pfizer took hard line in push for profit, report says""\nhttps://t.co/xo8g7f6lhg'",Qlder,[],2021-11-01 08:50:37+00:00,1194,743,en
media_bulgaria,"b""two men dressed as the coronavirus and the pfizer vaccine walk past new york city police officers (l) as they march in new york's 48th annual greenwich village parade in new york, new york, usa, 31 october 2021.  \n\xf0\x9f\x93\xb7 epa / jason szenes \n\n#epaphotos #visualizingtheworld https://t.co/tp9cpiy5vc""",epaphotos,[],2021-11-01 08:50:30+00:00,401,573,en
2salts,"b'tonga update cont. - the case returned a negative pre-departure test before leaving nz. they are fully vaccinated with the pfizer vaccine. the ministry of health, along with the ministry of foreign affairs and trade, continues to work with officials in tonga to confirm the case.'",covid19nz,[],2021-11-01 08:50:22+00:00,691,1486,en
niamecole,"b'only the 2nd dose of the pfizer vaccine will be administered from monday through friday, this week @uhwi_ja. no other vaccines will be offered at our site. our original schedule will resume next week.  also, appointments must be made via @themohwgovjm website.'",UHWI_JA,[],2021-11-01 08:50:11+00:00,1563,941,en
tfc_ai,"b'as i mentioned frequently on twitter, 4 days after my second pfizer shot i started getting severe chest pains. i eventually had a heart attack that required 2 surgeries. i went to file a claim with national vaccine injury compensation program - but covid vaccines are not covered!'",rocket_jenross,[],2021-11-01 08:50:07+00:00,77,379,en
sayers_molly,"b'@ozraeliavi husband of cho\xe2\x80\x99s history with covid jab giants\nthe chief health officer\xe2\x80\x99s husband professor graeme nimmo received travel perks and benefits while serving as an adviser to covid-19 vaccine manufacturer pfizer, it has been revealed.\n\nhttps://t.co/fcxpuaqdkt'",Mike77463289,[],2021-11-01 08:49:38+00:00,2054,1776,en
BobBlackie,b'@mrkrudd @annastaciamp kev that is absolute bollocks. no mention of the ridiculous border controls preventing australians from meeting dying relatives before they passed. that same women condemning a perfectly good vaccine and not to mention pfizer influence.',no retweet username,[],2021-11-01 08:49:36+00:00,41,63,en
Surfingcity,"b""***pfizer has change of heart***\n\nvaccine formulation authorization is being requested for a modified formulation of the pfizer\xe2\x80\x91biontech covid-19 vaccine.\n\ni guess if you don't succeed the first time, try, try again. \xf0\x9f\x98\xb3 \n#mybodymychoice @con19\n\n https://t.co/43pemexxcf""",MandiLangan0,[],2021-11-01 08:49:03+00:00,8407,8384,en
JeanJuniel,"b'as i mentioned frequently on twitter, 4 days after my second pfizer shot i started getting severe chest pains. i eventually had a heart attack that required 2 surgeries. i went to file a claim with national vaccine injury compensation program - but covid vaccines are not covered!'",rocket_jenross,[],2021-11-01 08:48:47+00:00,1487,4354,en
liora_symone,"b'double vaxxx\xe2\x80\x99d!!! we got pfizer and then moderna, which is safe! don\xe2\x80\x99t let different brand names trip up mrna vaccines similar ingredients. any mrna from ur first vaccine will be degraded by the time you get ur second. more info on how it all works here: https://t.co/zoiukasitn https://t.co/rf7ybpz0ia'",AsapSCIENCE,[],2021-11-01 08:47:59+00:00,1080,1009,en
consensoinforma,"b""talmente bugiardo che smentisce anche l'azienda farmaceutica, fda ed ema\n\npfizer safety risk: \nlong-term safety of bnt162b2 (comirnaty/pfizer) mrna vaccine is not fully known https://t.co/njvotebiup""",no retweet username,[],2021-11-01 08:47:47+00:00,336,501,en
Ianbins,"b'\xf0\x9f\xa7\xb5the hill i will die on is making sure that families like mine get compensated for their @pfizer covid vaccine injuries by @hrsagov or pfizer itself. anyone that knows me, knows that once i set my mind to something, i will achieve it or die trying. 1/7'",eekymom,[],2021-11-01 08:47:27+00:00,41327,3902,en
5fec93919a544d3,b'uae approves pfizer covid-19 vaccine for ages 5-11 https://t.co/xa9xcgdlzg https://t.co/02fssrsyiu',Reuters,[],2021-11-01 08:47:23+00:00,1158,78,en
tom_dobbels,"b'as i mentioned frequently on twitter, 4 days after my second pfizer shot i started getting severe chest pains. i eventually had a heart attack that required 2 surgeries. i went to file a claim with national vaccine injury compensation program - but covid vaccines are not covered!'",rocket_jenross,[],2021-11-01 08:47:11+00:00,686,546,en
ZUUKABELEN,"b'new swedish study (preprint): pfizer vaccine effectiveness wanes from 92% at day 15-30 to 47% at day 121-180, and from day 211 (~7 months) effectiveness did remain undetected. astrazeneca vaccine waned faster (~4 m), even showing a negative figure (-19%.) https://t.co/9bh7z0nnvx https://t.co/nycajcpppe'",ElardKoch,[],2021-11-01 08:46:58+00:00,289,721,en
