,username,tweet,username_of_retweeter,hashtag,tweet created,number of followers,# following,language,Polarity,Polarity_distribution,len_tweet,word_count_tweet
1613,dsm_dogwood, immunocompromised thanks medication infusions controlling disease today learned rounds pfizervaccine work blood work showed signs antibodies made antimaskers antiva death sentences people like getva,lilmissanthropy,"[{'text': 'COVID19', 'indices': [5, 13]}, {'text': 'NYC', 'indices': [61, 65]}]",2021-09-30,972,2132,en,0.2,Negative,199,25
1614,justtotweetppl, fully vaccinated finally go back tongue kissing random people street thank god pfizervaccine,lilmissanthropy,"[{'text': 'pfizervaccine', 'indices': [113, 127]}]",2021-09-30,22,128,en,-0.25,Positive,93,14
1615,besthealthyou, scientists predict october october daily coronavirus cases ukraine decided destroy doses pfizervaccine due improper storage temperature regime violated shame,lilmissanthropy,"[{'text': 'Scientists', 'indices': [0, 11]}, {'text': 'coronavirus', 'indices': [72, 84]}]",2021-09-29,406,47,en,-0.10833333333333334,Positive,158,20
1616,themotivator_js, august pfizer got around days followed days e gains come stocks stockstobuy stockoptions pfe pfizervaccine vaccstocks stockmotivator marketmovers stocktips,lilmissanthropy,"[{'text': 'Scientists', 'indices': [0, 11]}, {'text': 'coronavirus', 'indices': [72, 84]}]",2021-09-29,166,92,en,0.0,Neutral,156,20
1617,praeventionszen, tremors come pfizervaccine pfizervaccinesideeffects pfizervaccineawareness ellie,georgiaroses,"[{'text': 'PfizerVaccine', 'indices': [71, 85]}, {'text': 'Pfizervaccinesideeffects', 'indices': [86, 111]}, {'text': 'pfizervaccineawareness', 'indices': [112, 135]}]",2021-09-29,4406,2212,en,0.0,Neutral,81,7
1618,greenurb, year old dies hours pfizervaccine,georgiaroses,"[{'text': 'PfizerVaccine', 'indices': [36, 50]}]",2021-09-29,505,448,en,0.1,Negative,34,6
1619,greenurb, year old sofiabenharira suffers major heart attack high school dies pfizervaccine,georgiaroses,"[{'text': 'SofiaBenharira', 'indices': [12, 27]}, {'text': 'PfizerVaccine', 'indices': [84, 98]}]",2021-09-29,505,448,en,-0.06937499999999999,Positive,82,12
1620,mashhadi8, kellai rodriguez va pfizervaccine beforevaccine aftervaccine cdc fda forcedvaccination handsoffmybody,georgiaroses,"[{'text': '┌⌐╪▒┘ê┘å╪º', 'indices': [70, 76]}, {'text': '┘ê╪º┌⌐╪│┘å_┌⌐╪▒┘ê┘å╪º', 'indices': [77, 89]}, {'text': '┘ê╪º┌⌐╪│┘å_┘ü╪º█î╪▓╪▒', 'indices': [90, 102]}]",2021-09-29,1071,932,en,0.0,Neutral,102,11
1621,mashhadi8, australia assyrian bishop speaks covid vaccines amp beast system sideefects israel billgates freemason fauci mrnavaccine pfizervaccine forcedvaccination worshipsatan handsoffmybody,freudianassoci1,"[{'text': '┌⌐╪▒┘ê┘å╪º', 'indices': [70, 76]}, {'text': '┘ê╪º┌⌐╪│┘å_┌⌐╪▒┘ê┘å╪º', 'indices': [77, 89]}, {'text': '┘ê╪º┌⌐╪│┘å_┘ü╪º█î╪▓╪▒', 'indices': [90, 102]}]",2021-09-29,1071,932,en,0.0,Neutral,181,20
1622,graphitto_labs, vaccine made group granted full approval u regulators milestone e help bolster immunization drive ji get pfizervaccine india,kapiljaink3,"[{'text': 'Covid19', 'indices': [21, 29]}]",2021-09-29,143,160,en,0.35,Negative,125,19
1623,graphittolabs, vaccine made group granted full approval u regulators milestone e help bolster immunization drive ji get pfizervaccine india,kapiljaink3,"[{'text': 'Covid19', 'indices': [21, 29]}]",2021-09-29,290,327,en,0.35,Negative,125,19
1624,4tchat, omg year old kids noooooooooooooo people pfizervaccine pfizermectin pfizerleak covid covidva talk messi auspol newworldmmo,whereis_jyrki,"[{'text': 'Pfizervaccine', 'indices': [97, 111]}, {'text': 'Pfizermectin', 'indices': [112, 125]}, {'text': 'PfizerLeak', 'indices': [126, 137]}]",2021-09-29,8179,3919,en,0.1,Negative,123,16
1625,tci_news, turks amp caicos islands ministry health report september tcihealthpromotions getvaccinated getvaccinatedtci turksandcaicos turksandcaicos turksandcaicosislands pfizervaccine coronavirus vaccinesafety,tci_health,"[{'text': 'tcihealthpromotions', 'indices': [118, 138]}]",2021-09-29,3682,1770,en,0.0,Neutral,201,18
1626,leaxhim, reiner fuellmich mrna vaccine inventor discuss nuremberg trials full interview starts pfizervaccine moderna crimesagainsthumanity,janbrodsky,"[{'text': 'tcihealthpromotions', 'indices': [118, 138]}]",2021-09-29,21,194,en,0.35,Negative,130,15
1627,shahidzeeshan7, fda approval kids vaccines may take longer pfizer submitted initial data younger children fda earlier tuesday pfizer pfizervaccine fda usa childrenvaccines kids vaccinated latestnews newsupdates news breakingnews,janbrodsky,"[{'text': 'tcihealthpromotions', 'indices': [118, 138]}]",2021-09-29,6,57,en,0.0,Neutral,213,28
1628,ericalifiguru, worth look make minds pfizervaccine novaccinepassportanywhere,janbrodsky,"[{'text': 'Pfizervaccine', 'indices': [39, 53]}, {'text': 'NoVaccinePassportAnywhere', 'indices': [54, 80]}]",2021-09-29,698,249,en,0.3,Negative,62,7
1629,banglalivenews, lakh doses pfizer coronavirus vaccine arrives bangladesh bangladesh live news pfizervaccine bangladesh usa covax coronavirus,janbrodsky,"[{'text': 'Pfizervaccine', 'indices': [39, 53]}, {'text': 'NoVaccinePassportAnywhere', 'indices': [54, 80]}]",2021-09-29,12690,184,en,0.13636363636363635,Negative,125,16
1630,betsyanne15, someone tell people took johnsonandjohnson vaccine told pfizervaccine moderna vaccine,janbrodsky,"[{'text': 'johnsonandjohnson', 'indices': [48, 66]}, {'text': 'Pfizervaccine', 'indices': [100, 114]}, {'text': 'Moderna', 'indices': [118, 126]}]",2021-09-29,73,536,en,0.0,Neutral,86,11
1631,kryptobarage, reiner fuellmich mrna vaccine inventor discuss nuremberg trials full interview starts pfizervaccine moderna crimesagainsthumanity,janbrodsky,"[{'text': 'johnsonandjohnson', 'indices': [48, 66]}, {'text': 'Pfizervaccine', 'indices': [100, 114]}, {'text': 'Moderna', 'indices': [118, 126]}]",2021-09-29,105,1296,en,0.35,Negative,130,15
1632,angelina229211, done pfizer vaccine pfizervaccine vaccinated,janbrodsky,"[{'text': 'Pfizervaccine', 'indices': [30, 44]}, {'text': 'vaccinated', 'indices': [46, 57]}]",2021-09-29,17,35,en,0.0,Neutral,45,6
1633,snavajuddin, us president joebiden gets booster shot hoping present e americans get e shot americans underlying health conditions eligible third jab pfizervaccine us authorities approved itimage,asifhus64515069,"[{'text': 'JoeBiden', 'indices': [34, 43]}, {'text': 'COVID19Vaccine', 'indices': [49, 64]}]",2021-09-29,103,205,en,0.0,Neutral,182,26
1634,aaliayub9, us president joebiden gets booster shot hoping present e americans get e shot americans underlying health conditions eligible third jab pfizervaccine us authorities approved itimage,asifhus64515069,"[{'text': 'JoeBiden', 'indices': [34, 43]}, {'text': 'COVID19Vaccine', 'indices': [49, 64]}]",2021-09-29,1176,2558,en,0.0,Neutral,182,26
1635,worldnewsdotcom, pfizer vaccine kids may available november pfizervaccine vaccine kids coronavirus virus,asifhus64515069,"[{'text': 'PfizerVaccine', 'indices': [61, 75]}, {'text': 'Vaccine', 'indices': [76, 84]}, {'text': 'Kids', 'indices': [85, 90]}, {'text': 'Coronavirus', 'indices': [91, 103]}, {'text': 'Virus', 'indices': [104, 110]}]",2021-09-29,22406,5170,en,0.4,Negative,88,12
1636,itskeexen_yt, got first dose pfizervaccine currently feeling good,asifhus64515069,"[{'text': 'Pfizervaccine', 'indices': [30, 44]}]",2021-09-29,19,110,en,0.31666666666666665,Negative,52,8
1637,uvenglish, pfizervaccine kids may available november,asifhus64515069,"[{'text': 'Pfizervaccine', 'indices': [0, 14]}]",2021-09-29,93,32,en,0.4,Negative,42,6
1638,forbykoonan, got pfizervaccine painful part hair tape ripped shoulder,asifhus64515069,"[{'text': 'Pfizervaccine', 'indices': [13, 27]}]",2021-09-29,59,68,en,-0.7,Positive,57,9
1639,lovekeebuu, covid day quarantine vlog vaccinated via covid covidvaccine covidvlog vlog pfizer pfizervaccine,asifhus64515069,"[{'text': 'Covid_19', 'indices': [91, 100]}, {'text': 'CovidVaccine', 'indices': [101, 114]}]",2021-09-29,77,554,en,0.0,Neutral,96,13
1640,cabayato, pfizervaccine dose,asifhus64515069,"[{'text': 'pfizerVaccine', 'indices': [0, 14]}]",2021-09-29,1,28,en,0.0,Neutral,19,3
1641,leoniejoy, first vaccination done pfizervaccine vaccinate stoppingcovidinitstracks,asifhus64515069,"[{'text': 'Pfizervaccine', 'indices': [26, 40]}, {'text': 'vaccinate', 'indices': [41, 51]}, {'text': 'stoppingcovidinitstracks', 'indices': [52, 77]}]",2021-09-29,120,1776,en,0.25,Negative,72,7
1642,davidfmills, reiner fuellmich mrna vaccine inventor discuss nuremberg trials full interview starts pfizervaccine moderna crimesagainsthumanity,janbrodsky,"[{'text': 'Pfizervaccine', 'indices': [26, 40]}, {'text': 'vaccinate', 'indices': [41, 51]}, {'text': 'stoppingcovidinitstracks', 'indices': [52, 77]}]",2021-09-29,300,233,en,0.35,Negative,130,15
1643,darrellsarfaraz, lol got vaccine yesterday vaccinated pfizervaccine,janbrodsky,"[{'text': 'vaccinated', 'indices': [33, 44]}, {'text': 'Pfizervaccine', 'indices': [45, 59]}]",2021-09-29,0,347,en,0.8,Negative,51,7
1644,annleelyn1, fda ordered pfizer studies side effects covid vaccine children hearts ordered studies continue governments around world mandating injection right source,janbrodsky,"[{'text': 'vaccinated', 'indices': [33, 44]}, {'text': 'Pfizervaccine', 'indices': [45, 59]}]",2021-10-01,500,4091,en,0.2857142857142857,Negative,153,21
1645,tommih9, pfizer drug trovan still clinical stage development drugmaker tested without parents consent children pfizer claimed trovan kids gravely injured died,robertkennedyjr,"[{'text': 'vaccinated', 'indices': [33, 44]}, {'text': 'Pfizervaccine', 'indices': [45, 59]}]",2021-10-01,329,644,en,0.0,Neutral,150,21
1646,terrieri4, pfizer drug trovan still clinical stage development drugmaker tested without parents consent children pfizer claimed trovan kids gravely injured died,robertkennedyjr,"[{'text': 'vaccinated', 'indices': [33, 44]}, {'text': 'Pfizervaccine', 'indices': [45, 59]}]",2021-10-01,904,121,en,0.0,Neutral,150,21
1647,ringtoneboxing, pfizer drug trovan still clinical stage development drugmaker tested without parents consent children pfizer claimed trovan kids gravely injured died,robertkennedyjr,"[{'text': 'vaccinated', 'indices': [33, 44]}, {'text': 'Pfizervaccine', 'indices': [45, 59]}]",2021-10-01,1316,1414,en,0.0,Neutral,150,21
1648,marinersilas, story never ran higher pfizer pressured news agency drop,cordeliers,"[{'text': 'vaccinated', 'indices': [33, 44]}, {'text': 'Pfizervaccine', 'indices': [45, 59]}]",2021-10-01,1059,1409,en,0.25,Negative,57,10
1649,entrapped_again, pfizer drug trovan still clinical stage development drugmaker tested without parents consent children pfizer claimed trovan kids gravely injured died,robertkennedyjr,"[{'text': 'vaccinated', 'indices': [33, 44]}, {'text': 'Pfizervaccine', 'indices': [45, 59]}]",2021-10-01,71,353,en,0.0,Neutral,150,21
1650,joewrig77538512, node dude less effective read pfizer study right vax fully effective true vaccine want ask legit question even know works traditional vaccine part virus injected research,robertkennedyjr,"[{'text': 'vaccinated', 'indices': [33, 44]}, {'text': 'Pfizervaccine', 'indices': [45, 59]}]",2021-10-01,12,25,en,0.27817460317460313,Negative,171,27
1651,michael85704536, pfizer drug trovan still clinical stage development drugmaker tested without parents consent children pfizer claimed trovan kids gravely injured died,robertkennedyjr,"[{'text': 'vaccinated', 'indices': [33, 44]}, {'text': 'Pfizervaccine', 'indices': [45, 59]}]",2021-10-01,66,40,en,0.0,Neutral,150,21
1652,momse982183871, pfizer drug trovan still clinical stage development drugmaker tested without parents consent children pfizer claimed trovan kids gravely injured died,robertkennedyjr,"[{'text': 'vaccinated', 'indices': [33, 44]}, {'text': 'Pfizervaccine', 'indices': [45, 59]}]",2021-10-01,69,93,en,0.0,Neutral,150,21
1653,kimimunroe, pfizer drug trovan still clinical stage development drugmaker tested without parents consent children pfizer claimed trovan kids gravely injured died,robertkennedyjr,"[{'text': 'vaccinated', 'indices': [33, 44]}, {'text': 'Pfizervaccine', 'indices': [45, 59]}]",2021-10-01,821,983,en,0.0,Neutral,150,21
1654,kiley_kimball, pfizer drug trovan still clinical stage development drugmaker tested without parents consent children pfizer claimed trovan kids gravely injured died,robertkennedyjr,"[{'text': 'vaccinated', 'indices': [33, 44]}, {'text': 'Pfizervaccine', 'indices': [45, 59]}]",2021-10-01,514,830,en,0.0,Neutral,150,21
1655,jessier74285725, pfizer drug trovan still clinical stage development drugmaker tested without parents consent children pfizer claimed trovan kids gravely injured died,robertkennedyjr,"[{'text': 'vaccinated', 'indices': [33, 44]}, {'text': 'Pfizervaccine', 'indices': [45, 59]}]",2021-10-01,233,91,en,0.0,Neutral,150,21
1656,ni2qf, philippines receives additional doses pfizer covid vaccine covax facility ptv fb livestream via,abscbnnews,"[{'text': 'COVID19VaccinePH', 'indices': [116, 133]}]",2021-10-01,2783,588,en,0.0,Neutral,96,14
1657,hunterjarjar, pfizer drug trovan still clinical stage development drugmaker tested without parents consent children pfizer claimed trovan kids gravely injured died,robertkennedyjr,"[{'text': 'COVID19VaccinePH', 'indices': [116, 133]}]",2021-10-01,141,94,en,0.0,Neutral,150,21
1658,sn0wd3n, pfizer drug trovan still clinical stage development drugmaker tested without parents consent children pfizer claimed trovan kids gravely injured died,robertkennedyjr,"[{'text': 'COVID19VaccinePH', 'indices': [116, 133]}]",2021-10-01,3688,951,en,0.0,Neutral,150,21
1659,jeblake7, pfizer drug trovan still clinical stage development drugmaker tested without parents consent children pfizer claimed trovan kids gravely injured died,robertkennedyjr,"[{'text': 'COVID19VaccinePH', 'indices': [116, 133]}]",2021-10-01,1602,3809,en,0.0,Neutral,150,21
1660,amynasir8, pfizer drug trovan still clinical stage development drugmaker tested without parents consent children pfizer claimed trovan kids gravely injured died,robertkennedyjr,"[{'text': 'COVID19VaccinePH', 'indices': [116, 133]}]",2021-10-01,133,497,en,0.0,Neutral,150,21
1661,johno5127, e woman injured covid vaccine pleads health agencies help local news agency kills story pressure pfizer children health defense,southgapatriot,"[{'text': 'COVID19VaccinePH', 'indices': [116, 133]}]",2021-10-01,194,473,en,0.0,Neutral,128,20
1662,patriotnews8, pfizer drug trovan still clinical stage development drugmaker tested without parents consent children pfizer claimed trovan kids gravely injured died,robertkennedyjr,"[{'text': 'COVID19VaccinePH', 'indices': [116, 133]}]",2021-10-01,2006,5003,en,0.0,Neutral,150,21
1663,amandamankey, pfizer drug trovan still clinical stage development drugmaker tested without parents consent children pfizer claimed trovan kids gravely injured died,robertkennedyjr,"[{'text': 'COVID19VaccinePH', 'indices': [116, 133]}]",2021-10-01,61,339,en,0.0,Neutral,150,21
1664,jennymc83359745, e wash one know advise actually happen,robertkennedyjr,"[{'text': 'COVID19VaccinePH', 'indices': [116, 133]}]",2021-10-01,389,1007,en,0.0,Neutral,39,8
1665,faith_wetrust, pfizer drug trovan still clinical stage development drugmaker tested without parents consent children pfizer claimed trovan kids gravely injured died,robertkennedyjr,"[{'text': 'COVID19VaccinePH', 'indices': [116, 133]}]",2021-10-01,1734,2624,en,0.0,Neutral,150,21
1666,helenyates52, pfizer drug trovan still clinical stage development drugmaker tested without parents consent children pfizer claimed trovan kids gravely injured died,robertkennedyjr,"[{'text': 'COVID19VaccinePH', 'indices': [116, 133]}]",2021-10-01,3543,4689,en,0.0,Neutral,150,21
1667,t10000032, never girlfriend black want move ne year laptop screen broken got bad college even want get job mom car broke pfizer vaccine made sick friends left city graduation,robertkennedyjr,"[{'text': 'COVID19VaccinePH', 'indices': [116, 133]}]",2021-10-01,28,260,en,-0.3961904761904762,Positive,164,29
1668,grh514, johnson amp johnson j amp j covid vaccine safer pfizer moderna astrazeneca vaccines short answer prime minister trudeau affirmed alberta request doses said federal government would happy help ableg,makismd,"[{'text': 'COVID19VaccinePH', 'indices': [116, 133]}]",2021-10-01,638,1069,en,0.4,Negative,198,30
